10HZ,20HZ,30HZ,40HZ,50HZ,60HZ,70HZ,80HZ,90HZ,100HZ,110HZ,120HZ,130HZ,140HZ,150HZ,160HZ,170HZ,180HZ,190HZ,200HZ,210HZ,220HZ,230HZ,240HZ,4000HZ,4010HZ,4020HZ,4030HZ,4040HZ,4050HZ,4060HZ,4070HZ,4080HZ,4090HZ,4100HZ,4110HZ,4120HZ,4130HZ,4140HZ,4150HZ,4160HZ,4170HZ,4180HZ,4190HZ,4200HZ,4210HZ,4220HZ,4230HZ,4240HZ,4250HZ,4260HZ,4270HZ,4280HZ,4290HZ,4300HZ,4310HZ,4320HZ,4330HZ,4340HZ,4350HZ,4360HZ,4370HZ,4380HZ,4390HZ,4400HZ,4410HZ,4420HZ,4430HZ,4440HZ,4450HZ,4460HZ,4470HZ,4480HZ,4490HZ,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,label
5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,7.0,10.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,10.0,10.0,79.56382918068304,97.36701066195337,82.35361195051028,100.70996065910256,93.82205370887736,86.911454472889,97.53617652089629,107.31238953190034,72.89811277723929,91.9613432920919,111.32789782769828,111.95735218655568,102.5510576429671,92.29887678887052,91.28399566679971,98.96487827128114,71.67615029363134,89.52049717771823,99.28599121956782,91.38377330520554,110.65876047665202,112.61143736815097,95.33781857574547,115.02662637550603,105.8249044985461,96.59216602999031,106.97827698272422,78.73105650265123,100.04219168709733,101.19676150293631,102.6181652317692,114.10046182792632,104.39705798506185,104.54814983750498,115.53418096812817,105.08067734762528,115.46268316323622,104.84691259478876,104.68384742573693,105.34009920748048,84.80392268658419,85.32938023832601,107.61559952106734,107.80603227093906,85.94058954330349,106.70619761673983,106.07788357374993,115.83710587832829,115.28393865100632,104.77393237926906,mid,low,mid,low,mid,low,mid,mid,mid,mid,mid,low,mid,mid,mid,low,mid,low,mid,mid,0
6.0,9.0,9.0,12.0,12.0,12.0,12.0,16.0,12.0,19.0,25.0,22.0,25.0,28.0,25.0,22.0,25.0,25.0,28.0,31.0,34.0,37.0,34.0,44.0,47.73829750840983,48.683505330976686,49.412167170306176,50.35498032955128,76.76349848908148,52.1468726837334,53.2015508295798,53.65619476595017,54.673584582929465,55.17680597525514,83.49592337077371,83.96801413991676,55.93694053252751,55.379326073322304,54.77039740007982,53.98084269342608,53.7571127202235,53.71229830663094,54.15599521067335,54.83026398312332,82.99407035748902,56.30571868407549,85.80403671817093,86.26996978162951,57.722675181025146,57.955299617994186,87.52768116768345,118.09658475397684,90.0379725183876,91.07708535264268,92.35634870859228,93.35492331375791,93.95735218655567,62.72888990250299,94.52796624665032,63.048406408575175,94.4694680426478,94.36222133530988,94.21546268316324,63.20405952448829,95.40441302240721,95.99555276811677,64.56935971264039,97.02542904384515,96.68316323621643,96.03557785506584,95.47009521637494,63.183875933633615,62.88214835509436,62.86435942756144,low,mid,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,0
,2.0,5.0,5.0,5.0,10.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,19.0,17.0,19.0,26.0,33.0,38.0,40.0,45.0,67.0,109.0,39.78191459034152,16.22783511032556,16.470722390102058,16.78499344318376,42.646388049489715,17.3822908945778,17.7338502765266,44.7134956382918,45.56132048577456,18.39226865841838,46.38662409487428,46.6488967443982,18.645646844175836,46.14943839443526,45.641997833399856,44.98403557785507,44.797593933519586,44.76024858885911,45.129996008894466,45.69188665260277,46.10781686527168,46.92143223672957,47.66890928787274,67.09886538571185,48.10222931752095,48.296083014995155,48.62648953760192,49.206910314157014,50.021095843548665,70.83773305205543,51.3090826158846,72.60938479958948,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,52.483037801471006,52.42345629739438,52.341923712868464,52.67004960374024,53.00245167911512,53.330862648953755,53.80779976053367,53.90301613546953,53.71286846456468,53.353098808369914,53.038941786874965,52.65322994469468,52.401790295911965,52.38696618963453,low,high,low,high,low,mid,low,mid,low,low,low,low,low,low,low,mid,low,low,low,mid,0
16.0,16.0,13.0,11.0,13.0,11.0,13.0,,13.0,13.0,13.0,13.0,16.0,21.0,19.0,21.0,24.0,21.0,27.0,43.0,43.0,48.0,51.0,67.0,103.43297793488796,129.8226808826045,107.05969553566338,109.10245738069445,136.46844175836708,139.0583271566224,141.8708022122128,143.08318604253378,145.79622555447858,147.13814926734705,176.26917156052227,177.26580762871316,177.13364501967044,193.82764125662808,191.69639090027937,260.90740635155936,259.8260448144136,241.7053423798392,388.1179656764924,392.95022521238377,341.1978448030104,375.3714578938366,333.68236501510916,335.49432692855925,307.8542676321341,231.82119847197674,204.23125605792805,236.19316950795368,210.0886025429044,192.273846855579,164.18906437083072,197.08261588460002,167.03529277609897,167.27703974000798,136.54039568960602,168.12908375620046,167.94572096470722,167.755060151662,136.089001653458,168.54415873196876,169.60784537316837,170.65876047665202,172.18495923370773,172.4896516335025,171.88117908660698,202.74177547180568,169.7246137179999,221.14356576771766,220.08751924283024,220.02525799646503,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,3.0,5.0,3.0,3.0,6.0,9.0,8.0,5.0,5.0,5.0,5.0,,39.78191459034152,40.5695877758139,41.17680597525514,50.35498032955128,51.175665659387654,52.1468726837334,53.2015508295798,53.65619476595017,45.56132048577456,45.98067164604595,46.38662409487428,46.6488967443982,46.614117110439594,46.14943839443526,45.641997833399856,44.98403557785507,44.797593933519586,26.85614915331547,45.129996008894466,54.83026398312332,46.10781686527168,46.92143223672957,47.66890928787274,57.51331318775301,48.10222931752095,48.296083014995155,48.62648953760192,49.206910314157014,60.0253150122584,50.598380751468156,51.3090826158846,31.118307771252635,52.198528992530925,62.72888990250299,52.51553680369462,52.54033867381264,52.483037801471006,52.42345629739438,62.81030845544216,63.20405952448829,63.60294201493814,53.330862648953755,53.80779976053367,53.90301613546953,53.71286846456468,53.353098808369914,53.038941786874965,52.65322994469468,62.88214835509436,52.38696618963453,low,low,low,low,low,low,low,high,low,low,low,low,low,low,low,low,low,low,low,low,0
6.0,6.0,7.0,6.0,7.0,,12.0,12.0,12.0,15.0,22.0,41.0,108.0,193.0,161.0,65.0,47.0,60.0,66.0,72.0,42.0,38.0,53.0,61.0,39.78191459034152,40.5695877758139,41.17680597525514,50.35498032955128,42.646388049489715,43.4557272364445,44.334625691316496,44.7134956382918,45.56132048577456,45.98067164604595,46.38662409487428,46.6488967443982,55.93694053252751,46.14943839443526,45.641997833399856,44.98403557785507,44.797593933519586,44.76024858885911,45.129996008894466,45.69188665260277,55.32938023832601,46.92143223672957,57.20269114544729,47.92776098979417,48.10222931752095,48.296083014995155,48.62648953760192,49.206910314157014,60.0253150122584,50.598380751468156,51.3090826158846,51.86384628542106,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,52.483037801471006,62.90814755687325,52.341923712868464,63.20405952448829,53.00245167911512,53.330862648953755,53.80779976053367,53.90301613546953,53.71286846456468,53.353098808369914,53.038941786874965,52.65322994469468,52.401790295911965,52.38696618963453,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
18.0,25.0,22.0,24.0,25.0,29.0,24.0,24.0,24.0,31.0,36.0,38.0,34.0,44.0,67.0,67.0,62.0,64.0,58.0,76.0,82.0,111.0,176.0,229.0,238.91223821057133,207.08434249893148,259.7922781022938,262.8838865935318,326.19148026784444,218.44635988032485,278.31101296480983,307.47257444080356,232.08078073799686,293.52614332526,240.47585126086335,333.20387519589684,293.24333950705227,244.1817922781023,344.92734007693406,331.0759367431258,389.91195326969654,292.3108704943724,338.0894714346773,292.89172246758795,301.477560906112,320.4295483687135,312.00512893574586,334.20729448639406,312.9022652799544,362.5815643254025,337.9260578429976,361.1617039464311,318.14061832169824,345.1560051289357,409.0531414731443,408.20686707508196,410.43282518877334,410.7867217552358,412.5664624590397,388.99700812081494,384.4765636130503,434.6368428551076,344.47585126086335,356.9820487248896,306.9645248610913,320.334805527853,374.43282518877334,428.92776748824616,402.71833594529136,421.04715771477413,504.55777176235927,479.0118250463029,526.9519874626016,541.5460891864938,low,low,low,low,low,low,low,low,low,mid,low,mid,low,low,low,low,low,mid,low,mid,1
16.0,12.0,14.0,14.0,16.0,14.0,16.0,16.0,16.0,17.0,22.0,24.0,28.0,26.0,36.0,50.0,45.0,40.0,45.0,54.0,69.0,54.0,74.0,85.0,131.81364866790142,115.96723179940163,117.32554494942299,135.68200598375836,120.17580851973216,139.8056703234079,125.68884456475283,144.69297620743697,148.53169967231798,132.56019375979483,153.90454480695254,156.80182362159852,161.78942869354609,172.9621028636558,198.59452913520445,181.55777176235932,205.78686422567318,227.35289927340077,174.49779170822055,206.10898988459894,212.15087619318993,209.936600655364,172.14076079213564,237.17937028066677,197.01253739848983,175.79712209716484,185.31428978486963,207.94158712067247,175.52585838438523,211.54722894999287,159.07622168400056,192.76435389656646,193.81550078358742,216.80410314859668,194.82305171676876,183.05741558626585,186.41287932753954,183.00498646530846,177.7939877475424,173.0822054423707,169.3597378543952,196.33423564610345,197.61732440518594,163.40105428123664,161.08733437811654,160.39891722467587,158.29263427838723,185.73927909958684,185.40903262573016,154.72745405328394,low,low,low,low,low,mid,low,mid,low,mid,low,low,low,low,low,mid,low,low,low,mid,1
4.0,0.0,4.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,11.0,15.0,19.0,26.0,30.0,26.0,30.0,34.0,37.0,52.0,82.0,135.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.901191630081534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,high,low,mid,low,high,low,high,low,high,low,mid,low,high,low,high,low,high,low,high,0
19.0,19.0,21.0,19.0,21.0,17.0,19.0,21.0,19.0,19.0,21.0,19.0,19.0,19.0,21.0,19.0,21.0,19.0,21.0,21.0,19.0,19.0,21.0,24.0,156.52870779313292,140.8173528992734,159.22752528850265,118.72175523578856,163.09574013392222,166.01923350904687,170.57771762359312,189.90953127226103,194.94785581991735,198.84029063969226,230.8568172104288,235.2027354323978,262.90782162701237,295.05299900270694,376.28437099301897,309.7161988887306,444.0663912238211,389.7478273258299,414.4322553070238,542.3920786436814,502.4626015101867,497.2182647100726,645.5278529705087,646.8528280381821,857.5839863228381,889.972930616897,828.4638837441231,886.4878187776036,1129.94771334948,1191.3449209289072,1329.422709787719,1269.9769197891437,1060.2847984043312,1220.9494229947286,1146.0179512751104,949.610343353754,920.4135916797264,823.5224390938881,744.5123236928338,724.7817352899274,550.4191480267845,516.6690411739564,374.43282518877334,388.077503917937,412.7862943439236,360.8975637555207,326.4785581991737,351.92705513605927,351.3013249750677,232.0911810799259,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,1
,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,10.0,9.0,8.0,6.0,18.0,14.0,9.0,9.0,9.0,8.0,8.0,11.0,19.0,32.953412166975355,41.4168684997863,33.52158427126371,42.40062686992449,34.33594529135205,34.951417580851974,44.88887305884029,36.17324405185924,37.132924918079496,37.8743410742271,38.476136201738136,39.20045590539963,40.44735717338652,40.69696537968372,52.261718193474856,53.39934463598803,43.32355036329962,54.131642684143046,43.62444792705514,43.39136629149451,55.8291779455763,55.24647385667474,43.03519019803391,53.904402336515176,46.35589115258584,54.93660065536402,54.504202877902834,43.777176235931044,54.85183074512038,44.53625872631429,56.81293631571449,68.034477845847,57.004559053996296,57.05371135489386,57.30089756375552,57.20544237070808,69.90482974782734,91.50249323265423,66.6727454053284,54.08818920074084,84.6798689271976,62.00028494087477,62.40547086479556,81.70052714061832,80.54366718905827,50.12466163271121,49.46644821199601,48.87875765778601,48.791850690981626,48.35232939165123,low,low,low,low,low,low,low,low,low,low,low,mid,low,low,low,low,low,low,low,low,1
3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,55.69468042647813,56.797422886139465,57.6475283653572,50.35498032955128,59.70494326928559,78.2203090256001,62.0684759678431,80.48429214892525,82.0103768743942,64.37294030446434,92.77324818974856,93.2977934887964,93.22823422087919,83.06898910998346,91.28399566679971,89.96807115571013,80.63566908033525,80.56844745994641,81.23399281601003,82.24539597468498,82.99407035748902,93.84286447345914,85.80403671817093,95.85552197958835,115.44535036205029,144.88824904498546,145.87946861280577,147.62073094247106,180.0759450367752,222.6328753064599,256.545413079423,259.3192314271053,292.3117623581732,345.00889446376647,409.6211870688181,451.8469125947887,598.3066309367695,629.0814755687326,575.7611608415532,663.642625007127,572.4264781344433,394.6483836022578,430.46239808426935,366.5405097211928,354.50493186612687,288.10673356519754,169.7246137179999,157.95968983408403,157.2053708877359,157.16089856890358,low,low,low,mid,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0,12.0,9.0,5.0,5.0,5.0,7.0,9.0,10.0,16.0,16.0,19.0,24.0,30.0,49.0,108.0,23.869148754204915,40.5695877758139,41.17680597525514,41.962483607959406,25.587832829693827,26.0734363418667,26.6007754147899,44.7134956382918,45.56132048577456,27.58840298762757,46.38662409487428,46.6488967443982,27.968470266263754,46.14943839443526,27.38519870003991,26.99042134671304,44.797593933519586,26.85614915331547,27.077997605336677,45.69188665260277,46.10781686527168,28.152859342037743,47.66890928787274,28.756656593876507,48.10222931752095,28.977649808997093,29.17589372256115,29.52414618849421,50.021095843548665,30.359028450880896,51.3090826158846,51.86384628542106,31.319117395518557,31.364444951251496,52.51553680369462,31.524203204287588,31.489822680882604,31.454073778436626,31.40515422772108,31.602029762244143,31.80147100746907,53.330862648953755,53.80779976053367,32.34180968128172,32.22772107873881,53.353098808369914,31.82336507212498,52.65322994469468,31.44107417754718,52.38696618963453,low,low,low,mid,low,mid,low,mid,low,mid,low,low,low,low,low,low,low,mid,low,mid,0
,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,2.0,4.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,8.0,7.0,8.0,41.19176520871919,41.4168684997863,41.90198033907964,42.40062686992449,42.91993161419006,43.689271976064965,44.88887305884029,36.17324405185924,37.132924918079496,47.34292634278387,48.09517025217267,49.000569881749534,50.559196466733155,50.87120672460465,52.261718193474856,53.39934463598803,54.15443795412452,54.131642684143046,65.4366718905827,54.23920786436814,44.66334235646104,55.24647385667474,53.79398774754239,53.904402336515176,57.944863940732304,43.94928052429121,54.504202877902834,54.72147029491381,54.85183074512038,55.67032340789286,56.81293631571449,56.69539820487249,57.004559053996296,57.05371135489386,57.30089756375552,57.20544237070808,46.603219831884886,57.18905827040889,55.560621171106995,54.08818920074084,52.924918079498504,51.666904117395646,62.40547086479556,51.06282946288645,60.4077503917937,60.14959395925345,59.359737854395206,48.87875765778601,48.791850690981626,48.35232939165123,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,1
,5.0,5.0,7.0,7.0,7.0,9.0,9.0,12.0,14.0,16.0,25.0,28.0,25.0,25.0,30.0,35.0,44.0,60.0,74.0,93.0,107.0,151.0,165.0,15.912765836136609,16.22783511032556,16.470722390102058,16.78499344318376,17.058555219795885,17.3822908945778,17.7338502765266,17.885398255316723,18.224528194309823,18.39226865841838,18.554649637949712,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,18.44312674610867,18.76857289469183,19.067563715149095,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,20.52363304635384,20.745538514168423,20.87941159701237,20.909629967500997,21.00621472147785,21.016135469525057,52.483037801471006,20.96938251895775,20.936769485147387,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,4.0,6.0,6.0,32.953412166975355,33.13349479982904,33.52158427126371,33.92050149593959,34.33594529135205,34.951417580851974,53.86664767060835,36.17324405185924,55.699387377119244,37.8743410742271,38.476136201738136,39.20045590539963,60.67103576007978,40.69696537968372,41.809374554779886,42.719475708790426,43.32355036329962,43.305314147314434,65.4366718905827,43.39136629149451,66.99501353469155,44.19717908533979,64.55278529705086,64.68528280381821,69.53383672887875,65.92392078643681,43.60336230232227,65.66576435389656,65.82219689414447,66.80438808947143,45.45034905257159,45.35631856389799,34.20273543239778,45.64296908391509,45.840718051004416,45.76435389656646,46.603219831884886,45.751246616327116,44.4484969368856,43.27055136059268,42.3399344635988,62.00028494087477,41.60364724319704,40.85026357030916,60.4077503917937,40.09972930616897,59.359737854395206,39.103006126228806,39.0334805527853,58.02279526998147,low,low,low,low,low,mid,low,low,low,low,low,mid,low,low,low,low,low,low,low,low,1
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,10.0,12.0,14.0,14.0,12.0,14.0,14.0,21.0,31.825531672273218,16.22783511032556,16.470722390102058,33.56998688636752,17.058555219795885,17.3822908945778,17.7338502765266,35.770796510633446,18.224528194309823,36.78453731683676,37.109299275899424,18.65955869775928,37.29129368835167,36.919550715548205,36.51359826671988,35.98722846228405,35.83807514681567,17.904099435543646,36.10399680711557,36.55350932208221,18.44312674610867,37.53714578938366,38.13512743029819,19.17110439591767,19.240891727008382,38.636866411996124,38.901191630081534,19.682764125662807,40.01687667483893,20.239352300587264,41.04726609270768,41.491077028336846,41.75882319402474,41.819259935001995,42.0124294429557,42.032270939050115,41.986430241176805,20.96938251895775,20.936769485147387,42.13603968299219,42.40196134329209,42.664690119163005,43.04623980842693,43.12241290837562,42.970294771651744,42.68247904669593,21.215576714749986,42.12258395575574,41.92143223672957,41.909572951707624,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,0
5.0,5.0,8.0,9.0,12.0,16.0,22.0,37.0,62.0,194.0,100.0,80.0,65.0,56.0,23.0,26.0,37.0,42.0,16.0,18.0,22.0,18.0,14.0,21.0,47.73829750840983,48.683505330976686,41.17680597525514,50.35498032955128,59.70494326928559,52.1468726837334,53.2015508295798,53.65619476595017,54.673584582929465,45.98067164604595,55.66394891384914,55.97867609327784,55.93694053252751,73.83910143109641,63.89879696675979,53.98084269342608,62.71663150692742,62.66434802440276,63.18199441245225,45.69188665260277,46.10781686527168,46.92143223672957,47.66890928787274,57.51331318775301,57.722675181025146,67.61451622099321,48.62648953760192,59.04829237698842,60.0253150122584,50.598380751468156,51.3090826158846,62.23661554250527,52.198528992530925,52.27407491875249,52.51553680369462,52.54033867381264,62.97964536176521,62.90814755687325,62.81030845544216,52.67004960374024,63.60294201493814,53.330862648953755,64.56935971264039,53.90301613546953,53.71286846456468,64.0237185700439,53.038941786874965,52.65322994469468,52.401790295911965,62.86435942756144,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
17.0,17.0,17.0,18.0,22.0,20.0,21.0,24.0,22.0,21.0,23.0,22.0,26.0,24.0,21.0,21.0,23.0,32.0,55.0,98.0,55.0,35.0,35.0,21.0,262.5606362962541,283.9871144306973,222.35475226637777,276.9523918125321,281.4661611266321,269.4255088659559,248.2739038713724,259.33827470209246,236.9188665260277,211.51108957181137,278.3197445692457,223.91470437311136,242.39340897428588,276.89663036661153,200.82479046695934,233.91698500484634,259.8260448144136,205.89714350875192,225.64998004447233,255.8745652545755,295.09002793773874,253.3757340783397,295.547237584811,325.9087747306004,375.1973886766634,289.7764980899709,311.2095330406523,383.81390045042474,390.1645475796796,364.30834141057073,482.30537658931524,497.89292434004216,490.66617252979074,512.2859342037744,577.6709048406409,609.4679286162267,661.2862762985346,629.0814755687326,690.9133930098637,663.642625007127,784.4362848509037,746.6320770853525,1043.871315354353,1024.157306573921,1127.9702377558583,1035.0501168823764,1442.659216602999,1358.4533325731227,1593.0144249957239,1896.40817606477,high,low,high,low,high,low,high,low,high,low,high,low,high,low,high,low,low,low,low,mid,0
3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,5.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,24.715059125231516,24.850121099871778,25.141188203447783,42.40062686992449,25.751958968514035,43.689271976064965,44.88887305884029,45.21655506482405,46.41615614759937,47.34292634278387,67.33323835304174,98.00113976349907,121.34207152015956,142.439378828893,146.3328109417296,128.1584271263713,108.30887590824904,97.43695683145748,98.15500783587406,75.9348910101154,100.49252030203733,99.44365294201452,53.79398774754239,97.02792420572732,104.30075509331814,76.91124091750962,54.504202877902834,76.61005841287933,76.79256304316854,55.67032340789286,56.81293631571449,56.69539820487249,34.20273543239778,34.23222681293632,57.30089756375552,34.323265422424846,58.2540247898561,57.18905827040889,55.560621171106995,32.45291352044451,52.924918079498504,31.000142470437385,52.004559053996296,30.63769767773187,30.20387519589685,50.12466163271121,49.46644821199601,29.327254594671604,48.791850690981626,48.35232939165123,low,low,low,low,low,low,low,low,low,mid,low,low,low,low,low,low,low,mid,low,low,1
,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,6.0,6.0,9.0,12.0,18.0,27.0,36.0,24.715059125231516,24.850121099871778,25.141188203447783,25.440376121954692,25.751958968514035,26.213563185638982,26.933323835304176,27.129933038894432,27.849693688559622,28.405755805670324,28.8571021513036,29.400341929049723,30.33551788003989,30.52272403476279,31.357030916084916,32.03960678159282,32.492662772474716,32.47898561048582,32.71833594529135,32.54352471862089,33.497506767345776,33.14788431400484,32.27639264852543,32.342641401909106,34.76691836443938,32.961960393218405,32.7025217267417,32.83288217694828,32.911098447072234,33.402194044735715,34.08776178942869,34.0172389229235,34.20273543239778,34.23222681293632,34.38053853825331,34.323265422424846,34.95241487391367,34.31343496224534,33.3363727026642,32.45291352044451,31.7549508476991,0.0,31.20273543239778,30.63769767773187,30.20387519589685,30.074796979626726,29.679868927197603,29.327254594671604,0.0,29.011397634990736,low,high,low,mid,low,low,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,1
2.0,4.0,4.0,15.0,11.0,15.0,9.0,13.0,19.0,22.0,30.0,218.0,28.0,19.0,17.0,17.0,13.0,11.0,6.0,4.0,6.0,6.0,9.0,28.0,74.14517737569454,74.55036329961533,50.282376406895565,50.880752243909384,51.50391793702807,78.64068955691694,80.79997150591252,54.259866077788864,55.699387377119244,56.81151161134065,57.7142043026072,58.80068385809945,91.00655364011968,61.04544806952558,135.88046730303464,96.11882034477846,64.98532554494943,64.95797122097164,98.15500783587406,65.08704943724177,66.99501353469155,99.44365294201452,96.82917794557629,64.68528280381821,69.53383672887875,65.92392078643681,65.4050434534834,65.66576435389656,65.82219689414447,44.53625872631429,45.45034905257159,68.034477845847,102.60820629719333,68.46445362587264,68.76107707650662,45.76435389656646,69.90482974782734,68.62686992449068,66.6727454053284,64.90582704088902,63.5099016953982,62.00028494087477,41.60364724319704,40.85026357030916,40.271833594529134,40.09972930616897,39.573158569596806,58.65450918934321,39.0334805527853,58.02279526998147,low,mid,low,low,low,low,low,low,low,mid,low,high,low,low,low,mid,low,low,low,mid,1
4.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,9.0,11.0,8.0,8.0,18.0,12.0,8.0,6.0,7.0,10.0,11.0,7.0,6.0,8.0,7.0,39.78191459034152,40.5695877758139,41.17680597525514,50.35498032955128,59.70494326928559,52.1468726837334,44.334625691316496,44.7134956382918,45.56132048577456,55.17680597525514,55.66394891384914,46.6488967443982,55.93694053252751,55.379326073322304,54.77039740007982,53.98084269342608,35.83807514681567,53.71229830663094,45.129996008894466,54.83026398312332,55.32938023832601,56.30571868407549,57.20269114544729,57.51331318775301,48.10222931752095,38.636866411996124,58.3517874451223,49.206910314157014,50.021095843548665,60.71805690176179,61.570899139061524,62.23661554250527,62.638234791037114,52.27407491875249,52.51553680369462,63.048406408575175,52.483037801471006,52.42345629739438,62.81030845544216,52.67004960374024,63.60294201493814,53.330862648953755,64.56935971264039,53.90301613546953,64.45544215747762,64.0237185700439,53.038941786874965,63.183875933633615,52.401790295911965,62.86435942756144,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
,8.0,11.0,14.0,14.0,8.0,11.0,,14.0,14.0,14.0,11.0,8.0,6.0,8.0,8.0,11.0,11.0,14.0,20.0,25.0,31.0,54.0,82.0,0.0,0.0,24.706083585153088,0.0,0.0,0.0,26.6007754147899,0.0,0.0,0.0,27.83197445692457,0.0,0.0,27.689663036661152,27.38519870003991,26.99042134671304,0.0,0.0,27.077997605336677,0.0,0.0,28.152859342037743,0.0,28.756656593876507,28.861337590512573,0.0,0.0,0.0,30.0126575061292,30.359028450880896,0.0,31.118307771252635,0.0,0.0,31.509322082216777,31.524203204287588,31.489822680882604,31.454073778436626,31.40515422772108,31.602029762244143,31.80147100746907,31.998517589372256,0.0,0.0,32.22772107873881,0.0,0.0,0.0,31.44107417754718,0.0,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,0
,9.0,9.0,9.0,9.0,16.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,19.0,22.0,22.0,19.0,16.0,16.0,22.0,19.0,13.0,16.0,74.14517737569454,74.55036329961533,50.282376406895565,50.880752243909384,51.50391793702807,52.427126371277964,53.86664767060835,54.259866077788864,83.54908106567886,56.81151161134065,86.57130645391081,58.80068385809945,91.00655364011968,91.56817210428837,94.07109274825474,96.11882034477846,140.80153868072375,97.43695683145748,141.7794557629292,141.02194044735717,145.15586265849836,143.64083202735432,96.82917794557629,140.15144607493946,104.30075509331814,98.88588117965523,98.1075651802251,98.49864653084485,98.73329534121669,144.74284086052143,102.26328536828608,68.034477845847,102.60820629719333,148.33964952272405,148.98233366576434,148.734150163841,151.4604644536259,148.69155150306312,100.00911810799259,97.35874056133352,137.6047870066961,93.00042741131216,93.60820629719333,91.91309303319561,90.61162558769055,60.14959395925345,89.03960678159281,58.65450918934321,87.82533124376693,58.02279526998147,low,mid,low,mid,low,mid,low,high,low,high,low,mid,low,high,low,mid,low,mid,low,mid,1
